order_id,user_id,product_id,quantity,price,timestamp,category
40,278978,145796,1,348.05,2024-12-04 19:32:40,Toys
41,241588,275223,1,278.7,2024-09-26 22:31:06,Clothing
42,203792,132313,1,24.46,2024-11-08 03:09:48,Home
43,150592,101698,2,781.37,2024-11-26 05:20:32,Clothing
44,456470,219546,5,930.85,2024-12-08 21:06:44,Toys
45,528531,357543,7,427.19,2024-10-09 13:02:22,Electronics
46,378927,69746,5,122.21,2024-10-29 13:39:09,Sports
47,229078,474641,3,291.26,2024-12-07 18:57:13,Electronics
48,360470,13264,8,682.94,2024-10-10 11:57:37,Sports
49,353197,122002,4,55.97,2024-11-10 09:55:58,Home
50,826554,400094,5,210.64,2024-10-26 18:08:46,Furniture
51,228835,372634,2,108.45,2024-11-03 10:08:56,Books
52,842603,295256,9,416.07,2024-07-28 07:09:58,Toys
53,578616,370216,9,609.61,2024-09-02 15:25:08,Toys
54,967119,427995,5,942.73,2024-10-23 00:08:37,Sports
55,496407,133369,8,626.78,2024-08-02 11:51:29,Clothing
56,931689,124062,5,597.26,2024-12-27 16:19:37,Home
57,410085,68176,8,448.06,2024-11-09 16:41:46,Electronics
58,840692,294908,7,686.08,2024-09-21 18:49:58,Sports
59,335495,471017,6,288.18,2024-12-07 00:53:47,Clothing
60,435220,429267,2,896.97,2024-11-29 15:53:46,Grocery
61,705334,218963,5,432.12,2024-09-17 16:04:17,Toys
62,202383,200622,7,906.7,2024-08-23 09:30:16,Toys
63,253208,116974,3,365.23,2024-10-06 20:06:53,Books
64,230337,463397,5,316.69,2024-10-30 00:26:09,Books
65,833705,183918,4,232.48,2024-10-22 08:52:18,Books
66,996531,27518,3,558.64,2024-12-30 11:22:12,Furniture
67,855565,425271,6,328.09,2024-09-18 23:07:22,Furniture
68,41339,305048,8,192.6,2024-08-17 21:58:40,Sports
69,744203,113516,4,447.43,2024-08-04 19:38:09,Beauty
70,785898,227163,1,5.0,2024-10-29 22:27:13,Automotive
71,116541,74151,8,877.57,2024-08-20 01:14:27,Toys
72,196567,200080,1,179.73,2024-07-18 01:34:27,Toys
73,271598,214905,7,48.59,2024-07-13 01:50:57,Automotive
74,361486,403092,1,965.3,2024-11-10 13:42:54,Electronics
75,397468,220023,7,103.36,2024-07-22 00:52:12,Home
76,412263,40539,7,287.67,2024-07-30 03:07:27,Toys
77,987072,372613,9,633.59,2024-09-18 08:58:37,Beauty
78,587457,269087,3,439.72,2024-12-28 13:25:43,Sports
79,424070,9291,3,272.33,2024-10-26 01:36:20,Electronics
80,585984,418401,7,132.49,2024-09-17 04:48:03,Furniture
81,865550,340851,5,78.81,2024-11-19 09:36:43,Electronics
82,358418,77842,3,206.01,2024-10-15 01:16:08,Grocery
83,145315,323635,5,484.45,2024-11-22 02:10:58,Sports
84,432915,422490,4,807.34,2024-11-30 08:37:31,Furniture
85,121704,397084,9,776.58,2024-09-18 22:12:02,Books
86,46731,240868,8,436.72,2024-07-23 10:04:12,Toys
87,66138,488370,5,204.27,2024-10-30 07:10:25,Furniture
88,364425,449962,3,650.23,2024-11-07 14:49:52,Sports
89,725222,292753,8,661.7,2024-07-08 21:25:33,Beauty
90,508309,448253,1,317.86,2024-07-03 11:04:34,Toys
91,788327,87546,1,91.4,2024-07-14 21:42:42,Furniture
92,449944,226114,5,781.29,2024-09-18 00:39:39,Furniture
93,779217,311199,3,574.77,2024-08-23 16:26:04,Automotive
94,934619,147128,1,555.63,2024-12-10 06:57:59,Beauty
95,760354,157872,7,73.84,2024-11-23 19:49:57,Beauty
96,47255,14773,3,334.25,2024-09-29 04:37:14,Sports
97,411027,366489,5,465.67,2024-11-14 18:03:48,Home
98,268389,209969,9,808.3,2024-09-24 09:52:38,Grocery
99,200774,139502,5,561.33,2024-07-11 08:45:12,Home
100,378614,94442,5,934.37,2024-08-18 14:20:16,Clothing
101,461841,432925,8,893.71,2024-09-27 13:41:32,Sports
102,439195,24852,6,164.64,2024-08-03 07:47:49,Sports
103,847009,239214,7,923.78,2024-08-08 20:11:22,Toys
104,544290,228244,9,197.83,2024-11-28 22:13:24,Grocery
105,46920,24924,1,666.61,2024-10-10 14:07:56,Electronics
106,761409,436195,6,332.37,2024-12-06 00:09:10,Furniture
107,733462,122849,9,266.14,2024-07-10 00:04:04,Grocery
108,126121,306920,8,819.03,2024-08-12 11:40:23,Furniture
109,966011,183112,1,803.11,2024-09-10 08:16:09,Grocery
110,592442,393628,6,811.81,2024-07-14 02:07:15,Clothing
111,795804,309504,7,208.78,2024-10-11 16:26:42,Electronics
112,113574,149860,2,439.48,2024-07-10 01:40:57,Clothing
113,424950,400562,6,751.65,2024-11-14 06:24:26,Home
114,418581,466228,2,331.84,2024-11-20 20:24:13,Automotive
115,739082,68549,9,402.38,2024-07-26 05:40:55,Clothing
116,832592,414519,2,409.87,2024-10-22 17:34:33,Electronics
117,570505,186484,9,986.35,2024-08-22 05:47:26,Clothing
118,675959,139620,1,532.85,2024-12-16 15:32:01,Clothing
119,872703,284818,8,926.91,2024-12-07 10:55:22,Beauty
120,684073,287135,8,32.57,2024-09-18 16:20:59,Electronics
121,980353,406613,1,478.31,2024-09-03 01:57:42,Toys
122,644432,8809,7,672.46,2024-12-22 11:53:45,Electronics
123,52681,257,6,929.2,2024-10-09 06:03:20,Beauty
124,992981,53818,3,437.57,2024-11-25 00:28:19,Sports
125,898252,333271,9,353.45,2024-07-29 17:38:11,Grocery
126,339071,269731,6,343.61,2024-07-26 11:06:01,Sports
127,256485,487101,7,807.87,2024-12-21 12:27:10,Beauty
128,16479,164045,3,493.93,2024-12-28 01:15:07,Automotive
129,292063,367892,4,613.24,2024-08-01 04:03:33,Home
130,361305,154868,4,996.77,2024-09-23 08:19:07,Books
131,72016,491414,1,946.01,2024-09-07 02:00:16,Clothing
132,457716,23400,3,82.61,2024-10-16 07:19:06,Electronics
133,815447,381650,4,817.15,2024-09-25 03:39:39,Furniture
134,578391,401676,7,662.02,2024-07-11 08:31:45,Books
135,201530,320716,6,575.15,2024-07-20 05:35:52,Clothing
136,699770,430411,7,606.36,2024-09-02 01:53:34,Clothing
137,136765,118255,3,605.15,2024-12-26 08:05:53,Beauty
138,713206,59046,1,582.77,2024-10-06 19:54:15,Books
139,127410,358826,6,126.95,2024-09-12 13:05:49,Books
140,669150,270586,9,872.57,2024-12-27 18:50:55,Home
141,44360,28186,5,355.81,2024-10-13 01:02:43,Furniture
142,571113,175060,6,296.8,2024-09-18 02:22:43,Books
143,997637,36497,4,459.21,2024-10-20 04:48:54,Toys
144,957762,190716,2,205.81,2024-07-30 01:20:28,Furniture
145,474629,6807,9,885.87,2024-10-11 00:22:44,Electronics
146,887960,350456,9,871.24,2024-10-13 10:23:55,Books
147,488289,499297,6,232.97,2024-12-24 08:18:14,Automotive
148,967214,413134,4,369.93,2024-08-29 10:07:50,Grocery
149,537526,389056,2,876.58,2024-12-15 22:58:47,Sports
150,841276,193651,6,41.43,2024-10-25 15:29:46,Grocery
151,164467,33204,8,102.57,2024-08-27 02:35:25,Toys
152,635504,169369,8,753.72,2024-12-21 00:59:21,Home
153,525078,194946,5,585.96,2024-09-07 12:12:16,Automotive
154,446328,109361,6,754.49,2024-11-28 18:35:58,Sports
155,482155,369449,1,352.84,2024-10-29 05:56:13,Sports
156,26251,447230,5,727.39,2024-08-05 22:46:22,Beauty
157,847759,377802,8,461.22,2024-11-20 23:04:34,Grocery
158,42765,430814,4,370.2,2024-09-06 22:37:05,Electronics
159,657166,238133,4,527.47,2024-08-10 16:21:05,Furniture
160,379872,430524,8,64.56,2024-09-23 03:13:17,Clothing
161,984593,333908,4,660.73,2024-10-11 15:59:04,Home
162,797896,35155,4,727.07,2024-10-07 18:25:21,Furniture
163,127201,315546,4,531.11,2024-11-28 04:50:41,Clothing
164,707110,218926,1,33.95,2024-11-12 00:25:33,Furniture
165,840821,222211,2,705.23,2024-10-15 12:24:01,Furniture
166,738852,443751,3,255.91,2024-10-05 00:40:47,Clothing
167,462392,117709,1,816.2,2024-09-28 11:06:59,Home
168,770224,37865,4,750.3,2024-07-23 05:11:12,Automotive
169,727767,86170,3,475.01,2024-09-20 18:19:00,Grocery
170,633129,253685,9,534.98,2024-09-17 08:10:44,Clothing
171,449618,106696,5,10.85,2024-07-21 16:56:44,Toys
172,596355,330473,6,289.6,2024-07-13 17:18:05,Grocery
173,342666,47710,1,152.67,2024-10-25 09:47:26,Sports
174,41371,22602,3,912.68,2024-07-29 02:03:12,Electronics
175,692075,288088,8,591.17,2024-09-16 07:46:46,Automotive
176,969700,150272,4,794.23,2024-07-11 04:36:16,Electronics
177,952830,236073,7,834.33,2024-07-23 16:10:45,Beauty
178,915916,257001,5,505.82,2024-09-14 09:51:59,Grocery
179,695100,203743,8,582.97,2024-09-03 20:40:57,Electronics
180,777787,174374,5,38.14,2024-08-28 17:10:21,Toys
181,632670,60417,9,482.24,2024-11-21 13:19:41,Beauty
182,343057,91834,6,700.72,2024-11-02 13:19:50,Toys
183,742722,99331,7,685.66,2024-08-16 17:11:35,Sports
184,494577,242267,4,96.49,2024-12-23 13:37:17,Grocery
185,889947,110643,6,165.58,2024-11-26 15:53:36,Grocery
186,327448,399472,4,685.36,2024-11-27 13:55:54,Grocery
187,446888,219800,1,30.3,2024-08-23 04:53:24,Clothing
188,339182,422586,3,204.69,2024-07-07 04:16:37,Electronics
189,720869,425996,9,479.27,2024-10-21 17:11:05,Automotive
190,543879,67346,2,633.08,2024-11-04 21:02:16,Books
191,754346,214434,1,562.53,2024-09-27 01:15:19,Books
192,218204,117206,2,271.69,2024-11-18 06:35:26,Clothing
193,705466,313441,5,979.44,2024-08-03 08:17:13,Automotive
194,147229,16568,5,310.6,2024-07-16 05:34:24,Toys
195,790893,244094,9,261.87,2024-11-24 09:21:35,Sports
196,978381,333360,1,651.15,2024-10-11 07:29:26,Home
197,864998,235760,5,599.54,2024-12-18 18:30:38,Electronics
198,843973,285205,2,142.22,2024-11-27 09:50:04,Sports
199,837768,67907,4,568.12,2024-07-28 06:02:59,Clothing
200,512209,186865,2,461.49,2024-08-10 10:57:08,Grocery
201,447989,421614,4,473.25,2024-07-23 05:18:53,Clothing
202,747350,181655,6,657.27,2024-08-09 15:19:54,Books
203,749916,245495,9,42.96,2024-10-02 01:26:12,Books
204,880065,183439,9,598.1,2024-11-24 17:49:30,Toys
205,403965,177924,6,698.18,2024-09-11 20:49:34,Sports
206,193466,36709,1,421.92,2024-11-11 09:51:47,Automotive
207,808117,116406,2,148.07,2024-09-03 18:19:08,Beauty
208,180425,170757,9,147.94,2024-11-08 05:08:52,Home
209,439961,341540,7,482.68,2024-08-09 23:28:29,Sports
210,309015,252870,4,960.63,2024-10-01 13:16:01,Automotive
211,885539,289234,4,591.95,2024-10-10 15:09:13,Grocery
212,804798,493166,1,170.89,2024-09-14 23:38:46,Electronics
213,526948,152143,7,930.2,2024-09-05 17:08:54,Books
214,536504,366960,1,178.21,2024-12-15 05:45:07,Books
215,649688,432154,3,226.0,2024-08-04 18:07:22,Grocery
216,464066,149602,3,235.92,2024-07-09 21:30:07,Toys
217,30368,440059,6,952.03,2024-10-30 02:18:16,Toys
218,902195,131717,3,320.51,2024-12-13 02:26:37,Books
219,541635,143396,4,510.03,2024-11-03 14:11:04,Toys
220,602887,191267,2,259.05,2024-08-25 04:05:53,Beauty
221,868103,308444,5,915.67,2024-11-20 11:52:52,Furniture
222,902987,454395,6,594.47,2024-07-28 17:25:21,Beauty
223,974172,452783,5,366.89,2024-12-11 14:25:09,Automotive
224,348201,333060,5,633.45,2024-11-06 15:39:35,Home
225,262619,456089,9,757.05,2024-11-11 15:02:26,Grocery
226,679269,192887,3,334.61,2024-10-16 22:25:17,Home
227,520214,452360,3,619.07,2024-12-09 20:52:06,Grocery
228,622126,318208,2,113.73,2024-09-22 14:54:46,Furniture
229,619274,102279,3,13.39,2024-12-26 18:09:39,Home
230,89790,61022,2,951.08,2024-10-30 15:53:01,Books
231,267879,400139,5,427.19,2024-08-06 17:37:41,Sports
232,770838,274227,9,973.1,2024-08-29 07:56:50,Automotive
233,614022,420774,8,392.52,2024-10-19 20:31:08,Furniture
234,372857,49266,9,254.98,2024-11-23 06:39:26,Books
235,919417,410717,2,34.69,2024-07-12 22:21:35,Electronics
236,144051,148370,2,262.9,2024-09-05 03:05:41,Clothing
237,189645,455661,9,826.57,2024-12-01 19:43:59,Electronics
238,809421,45477,9,278.6,2024-12-21 12:14:44,Automotive
239,623990,452936,8,964.24,2024-09-16 01:11:39,Home
240,157051,214181,1,590.0,2024-11-17 19:23:06,Furniture
241,340854,418767,3,549.67,2024-10-28 18:38:16,Home
242,969332,274873,7,466.12,2024-08-22 15:46:17,Beauty
243,167960,281217,8,403.52,2024-12-18 04:46:40,Electronics
244,154882,343903,9,438.98,2024-12-09 21:32:18,Sports
245,447064,27837,2,714.48,2024-08-04 17:14:31,Grocery
246,552364,472843,9,433.27,2024-07-19 09:43:57,Toys
247,473968,277458,8,868.7,2024-10-06 17:32:34,Grocery
248,68008,448488,2,478.56,2024-08-28 04:08:37,Sports
249,773592,188358,9,166.1,2024-07-24 08:38:33,Toys
250,402934,412373,4,692.45,2024-09-25 20:08:53,Toys
251,394854,381130,4,599.57,2024-09-05 17:32:55,Automotive
252,58651,327631,9,169.73,2024-10-27 17:05:50,Furniture
253,384847,221225,2,415.32,2024-09-12 18:11:53,Electronics
254,159442,359492,4,407.54,2024-07-11 07:14:46,Home
255,813219,24282,7,778.06,2024-08-14 14:56:40,Beauty
256,265593,294617,9,878.88,2024-12-18 04:59:45,Toys
257,320662,436236,1,303.84,2024-09-22 12:34:17,Clothing
258,549631,42614,6,890.53,2024-07-05 18:34:39,Clothing
259,845804,152841,5,631.96,2024-08-25 06:42:09,Grocery
260,808189,117826,2,840.93,2024-12-26 08:52:07,Electronics
261,253697,460937,4,639.81,2024-09-18 12:15:02,Electronics
262,221856,492239,9,702.3,2024-07-17 10:15:48,Toys
263,829916,354167,8,30.13,2024-12-23 05:35:54,Sports
264,582647,429487,7,261.41,2024-07-14 22:55:25,Clothing
265,904324,304226,2,975.4,2024-10-03 19:02:49,Home
266,228080,434463,4,936.44,2024-11-15 12:36:49,Toys
267,663720,402025,4,672.8,2024-12-03 03:53:28,Books
268,742780,268615,6,137.05,2024-08-27 14:07:20,Clothing
269,7624,362512,7,362.39,2024-09-06 07:35:40,Beauty
270,771553,371187,2,672.13,2024-08-30 06:56:43,Automotive
271,745573,331865,2,102.87,2024-12-04 15:16:59,Grocery
272,864132,20303,1,990.64,2024-12-15 04:59:36,Books
273,447542,472677,2,198.89,2024-11-20 01:00:55,Beauty
274,75542,236679,6,839.28,2024-10-14 09:13:49,Electronics
275,827030,247118,6,443.03,2024-09-24 01:29:54,Automotive
276,579174,13642,8,224.7,2024-11-13 12:55:42,Beauty
277,763882,155840,5,988.09,2024-12-17 14:42:55,Electronics
278,683442,297252,1,59.46,2024-08-16 17:50:09,Beauty
279,596774,453185,4,920.01,2024-10-08 05:17:38,Grocery
280,122425,315670,7,160.65,2024-10-02 19:24:57,Grocery
281,256760,103442,8,133.79,2024-11-04 11:53:43,Clothing
282,228314,97371,1,413.28,2024-07-17 01:00:24,Toys
283,948119,257247,1,356.86,2024-10-03 07:03:16,Furniture
284,249108,306936,9,512.15,2024-10-28 08:21:32,Sports
285,720107,464800,9,583.15,2024-09-19 02:21:56,Home
286,299031,266969,2,632.93,2024-12-12 16:08:37,Grocery
287,403819,495546,8,773.97,2024-07-21 05:34:33,Sports
288,536209,463223,2,732.53,2024-10-31 12:44:51,Beauty
289,804373,78667,8,158.6,2024-07-18 08:11:30,Electronics
290,983439,387776,3,664.07,2024-10-24 21:05:52,Toys
291,909563,13315,7,784.71,2024-10-16 08:33:13,Clothing
292,494296,392634,7,646.53,2024-07-22 20:18:48,Toys
293,137384,198093,6,431.79,2024-10-26 09:06:50,Electronics
294,570271,368780,9,736.4,2024-07-07 05:28:51,Electronics
295,572928,478156,8,245.11,2024-12-20 07:21:25,Sports
296,289275,216469,6,485.42,2024-07-27 09:21:48,Beauty
297,745203,17374,1,116.22,2024-08-20 11:29:37,Books
298,286443,29386,6,433.1,2024-12-04 06:53:12,Books
299,826376,324980,2,613.21,2024-10-14 07:01:10,Furniture
300,967491,499694,5,161.8,2024-09-03 22:10:19,Sports
301,187563,308788,4,602.92,2024-07-13 11:11:17,Sports
302,429600,40882,6,440.92,2024-11-13 06:52:02,Electronics
303,30285,205795,4,385.02,2024-12-25 17:53:59,Automotive
304,507573,408856,8,967.04,2024-08-31 07:54:39,Beauty
305,506533,308199,4,180.48,2024-09-27 05:31:56,Clothing
306,60575,390509,1,958.2,2024-08-22 00:15:10,Toys
307,571501,37299,7,273.32,2024-12-14 19:44:07,Sports
308,166728,3987,5,569.8,2024-10-26 03:06:43,Electronics
309,928095,6068,2,813.08,2024-12-04 03:03:56,Furniture
310,694531,65436,7,589.94,2024-12-22 10:53:46,Grocery
311,365006,192296,9,633.43,2024-09-15 11:31:18,Books
312,52115,158085,8,885.34,2024-10-13 11:14:19,Home
313,954057,263291,7,75.46,2024-10-07 21:24:51,Books
314,497183,331929,3,762.04,2024-08-18 02:23:56,Electronics
315,750734,171583,1,394.87,2024-10-14 12:22:31,Home
316,940193,185100,8,393.71,2024-11-23 04:24:34,Beauty
317,143870,127114,8,404.77,2024-09-20 12:05:49,Beauty
318,289581,436670,7,992.94,2024-07-15 02:19:10,Home
319,826571,193391,8,354.65,2024-09-03 16:13:31,Beauty
320,106435,430774,1,794.15,2024-11-24 10:08:16,Sports
321,455990,361612,5,459.09,2024-07-13 15:03:58,Sports
322,100761,76531,2,676.31,2024-12-24 10:50:50,Automotive
323,739669,425223,8,901.56,2024-07-08 10:41:56,Books
324,667964,103502,1,573.31,2024-07-09 02:12:07,Books
325,824600,233352,2,914.11,2024-07-16 11:39:26,Electronics
326,832864,442133,9,271.86,2024-12-02 00:29:36,Electronics
327,316350,474816,7,739.65,2024-10-22 22:58:51,Electronics
328,28383,396973,4,950.73,2024-07-17 17:18:39,Beauty
329,308233,176345,8,642.02,2024-09-20 07:00:56,Clothing
330,697295,401653,7,225.88,2024-12-30 12:41:40,Furniture
331,732292,391471,5,193.33,2024-12-13 18:28:36,Furniture
332,373830,350062,7,441.56,2024-08-22 12:14:50,Home
333,990797,492667,4,502.2,2024-10-21 23:51:45,Books
334,507994,144258,6,12.5,2024-10-24 22:56:57,Sports
335,365501,211111,7,422.89,2024-09-11 02:45:59,Toys
336,179034,18387,5,864.03,2024-11-16 08:29:54,Toys
337,676550,465225,7,955.64,2024-09-04 22:26:05,Toys
338,431993,143772,7,636.37,2024-10-25 08:38:30,Home
339,853221,125480,3,796.78,2024-11-25 06:07:39,Books
340,586688,477499,3,624.8,2024-12-23 05:05:52,Toys
341,721758,314317,2,637.96,2024-09-16 21:55:15,Automotive
342,575361,274704,1,773.92,2024-10-14 08:30:06,Clothing
343,175524,461819,5,656.97,2024-11-28 08:59:14,Books
344,988839,24160,4,715.76,2024-07-15 18:03:42,Toys
345,315266,412038,1,853.43,2024-10-02 10:45:20,Home
346,213789,433664,7,911.95,2024-08-01 04:47:39,Automotive
347,894380,497570,6,576.38,2024-09-12 04:54:36,Sports
348,262924,84620,1,484.62,2024-11-09 08:38:54,Toys
349,959647,156902,8,28.04,2024-11-26 15:37:22,Automotive
350,875365,252176,3,6.35,2024-09-12 19:09:12,Furniture
351,735707,381945,4,253.95,2024-09-12 06:11:32,Books
352,832342,71195,6,555.34,2024-07-26 01:15:11,Toys
353,182844,323928,1,351.67,2024-08-15 03:45:23,Beauty
354,85385,151991,7,244.16,2024-07-09 21:26:59,Beauty
355,371587,439712,5,446.49,2024-08-04 05:18:39,Toys
356,327588,449929,3,299.03,2024-10-19 00:11:54,Automotive
357,760680,131410,3,132.7,2024-11-19 23:50:28,Clothing
358,308136,452364,1,266.08,2024-08-15 19:52:48,Clothing
359,36769,477332,5,929.05,2024-07-27 06:53:20,Toys
360,273273,442240,4,357.9,2024-10-30 10:14:20,Beauty
361,248423,306037,4,358.52,2024-09-12 21:43:03,Home
362,741834,129551,2,863.0,2024-12-12 22:32:12,Home
363,803859,495350,3,367.21,2024-07-22 16:56:50,Furniture
364,30214,254387,4,505.69,2024-12-24 02:43:21,Grocery
365,432079,197776,3,751.43,2024-11-17 01:47:32,Books
366,669126,150313,5,44.91,2024-11-13 06:40:56,Beauty
367,731821,6421,4,713.32,2024-07-01 13:28:02,Home
368,628358,108766,1,88.4,2024-11-02 00:19:25,Automotive
369,770459,381422,1,284.19,2024-08-19 03:48:47,Sports
370,995595,138442,9,57.1,2024-10-24 08:03:23,Books
371,647353,316131,9,470.44,2024-12-15 09:26:40,Books
372,426968,18529,3,776.37,2024-11-12 18:06:07,Home
373,512771,448729,4,356.93,2024-12-14 01:38:27,Furniture
374,385207,439801,4,52.18,2024-08-01 15:47:46,Beauty
375,25034,278852,1,487.33,2024-08-18 08:50:42,Toys
376,299286,343924,1,865.23,2024-09-27 10:08:36,Sports
377,783669,334204,7,209.4,2024-12-04 07:39:16,Sports
378,585813,248196,3,653.84,2024-12-02 21:57:34,Beauty
379,782214,291985,7,219.96,2024-12-20 14:45:46,Books
380,842394,163227,6,782.08,2024-08-31 20:57:47,Grocery
381,596093,182857,6,664.98,2024-08-22 01:59:27,Toys
382,59746,457263,2,615.09,2024-09-01 18:47:43,Home
383,781778,26135,4,758.95,2024-12-25 14:07:14,Furniture
384,75208,80194,2,756.7,2024-07-07 03:20:02,Clothing
385,180334,215942,6,399.43,2024-07-13 13:07:20,Sports
386,107116,440986,9,10.14,2024-07-13 11:59:39,Sports
387,332609,183051,2,709.36,2024-08-12 00:06:32,Electronics
388,959462,423581,5,245.85,2024-09-18 11:07:04,Electronics
389,455776,87774,3,308.35,2024-07-01 22:06:30,Clothing
390,898657,473633,3,167.31,2024-12-08 04:04:07,Electronics
391,503403,263327,8,985.52,2024-09-17 18:15:15,Grocery
392,485679,7752,9,903.6,2024-12-13 02:50:35,Sports
393,668912,448691,2,321.31,2024-09-02 02:04:11,Sports
394,909027,361349,6,199.92,2024-09-23 10:53:17,Sports
395,10482,29842,8,987.34,2024-07-23 11:40:20,Toys
396,585299,16725,5,349.11,2024-07-08 04:36:49,Clothing
397,170056,479497,6,236.29,2024-12-06 06:41:04,Sports
398,807601,20699,7,985.71,2024-12-28 04:22:48,Automotive
399,842771,326722,8,555.44,2024-09-20 14:31:03,Toys
400,426639,28086,7,729.31,2024-10-04 11:04:18,Books
401,218645,86352,5,514.23,2024-11-19 18:40:07,Books
402,784040,156701,9,664.15,2024-07-06 13:38:37,Furniture
403,692420,250260,8,650.89,2024-11-28 07:36:06,Automotive
404,633804,79733,1,466.43,2024-08-06 14:46:09,Grocery
405,866319,57209,7,474.7,2024-11-13 06:49:42,Automotive
406,647248,50031,5,684.91,2024-12-27 08:01:40,Electronics
407,429155,242246,1,613.42,2024-12-09 05:04:34,Books
408,453366,13816,7,385.44,2024-08-05 05:17:38,Grocery
409,315103,471075,9,428.0,2024-07-31 17:12:43,Toys
410,468094,261389,7,466.88,2024-12-11 22:20:42,Toys
411,73562,4119,9,897.08,2024-11-19 01:07:30,Home
412,166504,434681,6,608.43,2024-07-08 01:02:22,Clothing
413,15799,58533,8,950.83,2024-09-06 09:06:03,Toys
414,918326,328879,5,956.99,2024-09-06 17:21:10,Grocery
415,823971,184069,9,982.13,2024-12-23 16:39:14,Sports
416,184565,213045,3,139.56,2024-09-02 00:31:44,Toys
417,545032,284660,6,602.39,2024-10-18 10:24:05,Automotive
418,920054,159871,8,393.74,2024-07-07 14:13:19,Beauty
419,810394,24820,5,736.31,2024-08-14 14:30:27,Grocery
420,506395,325585,5,244.64,2024-10-17 07:32:37,Books
421,895584,40821,3,763.89,2024-09-02 02:11:47,Toys
422,96791,284096,1,207.56,2024-11-21 19:11:49,Clothing
423,208202,263158,7,572.82,2024-12-05 16:21:02,Automotive
424,733500,328474,2,896.75,2024-11-16 02:48:23,Books
425,652751,274052,4,47.96,2024-12-23 04:26:13,Home
426,504478,480543,8,83.73,2024-12-14 21:21:07,Home
427,204081,422544,6,267.37,2024-11-16 20:05:49,Electronics
428,445658,77257,4,529.02,2024-11-13 13:42:32,Grocery
429,275911,429772,2,383.9,2024-08-17 21:53:06,Furniture
430,974216,29783,5,881.03,2024-10-08 04:51:41,Beauty
431,484307,415305,5,285.39,2024-10-14 10:27:16,Sports
432,47973,324461,1,432.21,2024-08-02 02:50:25,Toys
433,485923,148201,1,942.94,2024-09-17 15:53:57,Sports
434,242591,135231,1,154.5,2024-12-24 09:15:57,Sports
435,77449,203995,3,312.91,2024-07-23 02:27:24,Toys
436,22231,58793,1,236.2,2024-11-07 17:54:42,Beauty
437,637151,496968,5,472.17,2024-07-30 05:20:34,Home
438,648257,38716,7,870.15,2024-11-26 08:39:23,Grocery
439,983379,256528,7,945.04,2024-11-25 19:14:13,Furniture
440,544501,252946,5,241.78,2024-09-13 09:15:48,Toys
441,970134,299837,1,283.16,2024-11-17 07:36:26,Electronics
442,301414,48581,5,443.57,2024-11-28 18:42:48,Automotive
443,882872,214902,8,783.52,2024-10-16 17:35:59,Books
444,580907,56816,8,44.5,2024-07-28 08:24:35,Home
