user_id,timestamp,page_id,action_type,session_duration,device_type
674633,2024-11-06 13:36:03,543,View,1385,Desktop
809609,2024-11-09 09:25:26,355,Add to Cart,2661,Tablet
932881,2024-11-07 21:33:52,4348,Add to Cart,2848,Tablet
757184,2024-12-11 06:56:43,7294,View,796,Mobile
142162,2024-08-30 02:52:30,3167,View,1976,Tablet
971278,2024-07-14 09:57:56,9396,View,1730,Tablet
488074,2024-08-31 15:08:23,2365,Add to Cart,1033,Desktop
303632,2024-08-13 08:51:08,590,Add Favorite,440,Desktop
757173,2024-11-27 14:40:33,7482,Add to Cart,2294,Tablet
244932,2024-09-20 11:39:22,1044,Add to Cart,558,Tablet
930071,2024-10-16 20:05:11,947,Add Favorite,1067,Tablet
675848,2024-10-15 20:27:55,7682,View,3295,Tablet
54992,2024-10-24 21:39:41,5867,View,1681,Desktop
808032,2024-09-22 03:42:19,1787,View,3556,Mobile
305202,2024-12-30 03:03:51,4,View,3420,Mobile
731671,2024-11-29 14:28:29,1818,View,3235,Desktop
585801,2024-07-30 03:02:46,1457,View,1268,Desktop
78013,2024-12-24 19:04:20,8840,Add to Cart,1583,Tablet
78525,2024-09-13 18:48:34,3313,Add to Cart,608,Desktop
833128,2024-07-10 15:11:48,6761,Add Favorite,2742,Mobile
917707,2024-11-23 16:06:39,5698,View,2096,Desktop
772454,2024-12-01 16:37:17,3781,Add Favorite,1261,Mobile
998264,2024-10-19 08:25:47,1983,View,1015,Desktop
688645,2024-10-27 06:32:39,9209,Add Favorite,2443,Mobile
961077,2024-07-16 02:17:21,9422,View,681,Desktop
636480,2024-09-05 17:56:12,6060,Add Favorite,544,Desktop
270686,2024-07-06 22:18:23,1698,Add Favorite,3222,Mobile
391601,2024-12-26 16:36:10,6104,Add to Cart,671,Desktop
646689,2024-07-03 05:28:19,6778,View,2083,Tablet
111878,2024-11-15 00:54:50,4,Add Favorite,2278,Mobile
995682,2024-12-11 08:23:59,8189,View,942,Tablet
384198,2024-08-20 10:22:54,1813,View,782,Mobile
587358,2024-11-27 03:51:07,2057,Add Favorite,836,Desktop
67832,2024-09-21 00:25:44,8672,Add to Cart,1896,Mobile
557599,2024-08-13 06:55:43,4386,Add Favorite,3304,Tablet
786571,2024-08-09 06:22:55,9819,View,2884,Tablet
754527,2024-12-15 02:18:21,8628,Add to Cart,2409,Tablet
50858,2024-08-27 14:06:29,2379,Add Favorite,3529,Tablet
904301,2024-12-19 00:21:17,5028,View,374,Mobile
871084,2024-07-11 04:23:40,7424,Add Favorite,2452,Desktop
731787,2024-09-20 15:20:40,8085,Add to Cart,3033,Mobile
257778,2024-09-15 14:22:56,9615,Add Favorite,1044,Mobile
168366,2024-09-08 01:10:41,4059,Add Favorite,728,Mobile
464577,2024-11-25 07:06:29,3789,Add Favorite,919,Desktop
901949,2024-08-10 01:05:52,1116,Add Favorite,1153,Desktop
235024,2024-07-05 00:50:01,8228,Add to Cart,3532,Tablet
145928,2024-09-01 12:03:37,3561,View,2380,Tablet
955372,2024-11-14 08:28:27,7817,Add Favorite,2515,Tablet
635912,2024-09-06 06:40:19,1969,View,1654,Mobile
717656,2024-09-25 17:16:15,7739,Add to Cart,2198,Tablet
195022,2024-11-29 09:33:10,1856,Add Favorite,305,Mobile
931426,2024-08-04 21:34:46,4896,Add to Cart,286,Tablet
377669,2024-12-26 18:11:29,7076,View,2636,Desktop
72591,2024-09-29 20:09:15,8462,View,609,Desktop
551896,2024-09-20 21:57:07,1655,View,2732,Desktop
675262,2024-12-08 22:03:36,5750,Add to Cart,874,Tablet
139742,2024-12-29 22:17:22,6146,Add to Cart,2327,Tablet
317608,2024-10-31 23:18:39,4237,Add to Cart,1937,Tablet
26047,2024-11-02 21:12:41,7722,Add to Cart,1698,Mobile
60894,2024-11-19 09:24:15,2396,Add to Cart,2093,Desktop
416405,2024-08-20 03:06:42,3738,View,2142,Tablet
957403,2024-08-17 21:31:06,8719,View,1245,Desktop
33953,2024-12-26 04:12:23,1710,Add Favorite,1848,Tablet
229702,2024-07-15 13:44:20,8209,View,1771,Tablet
597820,2024-12-17 19:25:01,6173,Add Favorite,827,Tablet
983647,2024-08-17 05:40:59,1737,View,1719,Tablet
727579,2024-10-13 19:43:39,9186,View,1406,Desktop
202336,2024-12-07 17:27:34,6676,Add Favorite,988,Mobile
976851,2024-10-15 23:22:27,6303,Add Favorite,3012,Mobile
692568,2024-12-05 03:23:13,9775,View,2242,Desktop
826956,2024-07-03 06:12:00,5289,View,2102,Mobile
247333,2024-11-03 10:21:23,6751,Add Favorite,2594,Desktop
423804,2024-10-27 20:49:28,8980,Add to Cart,1741,Desktop
294753,2024-11-19 12:34:53,5358,Add Favorite,182,Mobile
938045,2024-10-20 15:44:38,9597,View,822,Desktop
778590,2024-08-15 04:51:45,3843,View,2426,Desktop
903761,2024-10-05 19:13:11,6637,Add Favorite,129,Desktop
118080,2024-10-31 06:03:06,5383,Add Favorite,798,Mobile
177957,2024-11-18 03:29:05,4384,Add to Cart,60,Tablet
674720,2024-08-03 21:51:10,1997,View,2921,Mobile
142999,2024-09-16 15:14:32,2436,View,1877,Tablet
815278,2024-10-21 00:43:00,5072,Add Favorite,1400,Desktop
52886,2024-11-29 14:50:48,3539,Add Favorite,778,Mobile
312660,2024-11-22 12:55:25,668,View,2343,Desktop
132538,2024-07-15 23:08:22,4540,View,3230,Desktop
263744,2024-10-10 06:24:19,3681,Add Favorite,2913,Tablet
929322,2024-07-13 08:18:46,5546,View,2723,Tablet
781944,2024-09-28 10:01:11,5337,Add to Cart,3094,Tablet
587947,2024-08-16 14:00:08,2436,Add Favorite,1970,Desktop
334002,2024-11-03 07:56:33,9470,View,532,Desktop
286189,2024-08-27 03:26:26,1287,Add to Cart,1536,Desktop
920165,2024-08-09 06:17:57,9316,Add Favorite,241,Desktop
597001,2024-07-08 11:50:11,9588,Add Favorite,2000,Mobile
21101,2024-09-30 21:47:16,8051,View,626,Tablet
361478,2024-08-31 07:50:45,7940,Add Favorite,2514,Tablet
22827,2024-11-18 20:38:35,7276,Add Favorite,1805,Mobile
124871,2024-09-14 02:11:31,6766,Add Favorite,3399,Desktop
305312,2024-12-29 11:23:45,6645,Add Favorite,8,Tablet
11974,2024-08-07 13:07:01,2689,Add to Cart,2380,Desktop
965295,2024-08-13 09:50:54,9682,Add to Cart,2271,Tablet
327170,2024-07-31 14:44:20,2571,Add Favorite,1120,Mobile
640779,2024-12-02 00:49:04,5630,Add Favorite,2218,Tablet
36106,2024-10-09 07:33:23,6374,Add to Cart,3067,Tablet
580673,2024-08-03 04:23:03,8090,Add Favorite,3249,Mobile
894332,2024-09-04 22:49:10,1438,View,1732,Desktop
969401,2024-07-18 09:27:25,4009,Add to Cart,2215,Tablet
857858,2024-08-26 11:29:31,5544,Add to Cart,2370,Tablet
599488,2024-07-16 16:59:21,1591,Add Favorite,1347,Mobile
168495,2024-09-02 20:29:00,782,Add Favorite,2351,Desktop
116753,2024-11-29 13:27:29,721,View,1043,Tablet
406781,2024-07-29 00:12:36,8823,View,1648,Mobile
276454,2024-10-12 21:24:00,1023,Add to Cart,3011,Desktop
509977,2024-08-05 21:19:53,3414,View,2255,Desktop
805631,2024-10-23 17:22:51,7359,Add Favorite,2374,Desktop
562398,2024-09-14 00:44:50,1314,Add to Cart,1061,Mobile
747695,2024-08-15 09:49:25,9062,Add Favorite,706,Desktop
651326,2024-12-07 08:26:35,748,Add to Cart,1828,Desktop
490799,2024-12-14 15:12:30,3304,Add to Cart,2594,Tablet
437805,2024-11-09 15:29:21,7173,Add Favorite,1872,Mobile
965963,2024-09-12 09:13:01,3011,View,2148,Mobile
818984,2024-07-18 13:46:56,4266,View,2969,Tablet
397497,2024-11-03 21:35:13,6315,View,3278,Desktop
524897,2024-10-18 20:37:19,9758,Add to Cart,2038,Desktop
989681,2024-12-27 00:29:46,2891,Add to Cart,1123,Mobile
385951,2024-09-03 02:40:14,6849,Add Favorite,1986,Tablet
266090,2024-11-16 07:49:21,549,Add Favorite,3272,Desktop
632940,2024-10-09 08:46:02,3280,Add Favorite,213,Tablet
455219,2024-07-04 20:10:26,8618,View,1015,Tablet
566956,2024-08-23 03:06:13,1215,View,2434,Mobile
876030,2024-10-31 21:44:16,6032,Add to Cart,2715,Desktop
815818,2024-08-06 22:28:19,5380,Add Favorite,1080,Mobile
795314,2024-08-11 04:01:39,5603,Add to Cart,2255,Desktop
121927,2024-08-23 13:38:35,8333,View,2087,Mobile
985073,2024-11-08 18:16:25,4028,Add Favorite,783,Mobile
451380,2024-10-08 05:49:30,4327,View,962,Tablet
475427,2024-12-14 17:50:01,6235,Add Favorite,736,Desktop
751520,2024-08-22 09:13:22,7747,Add Favorite,1074,Mobile
673958,2024-07-04 17:10:39,979,View,688,Tablet
583329,2024-10-24 01:08:02,8887,Add Favorite,2276,Mobile
649406,2024-12-20 04:55:44,7121,Add to Cart,1132,Mobile
430133,2024-10-16 13:46:51,2181,Add to Cart,2424,Tablet
380667,2024-10-03 15:54:49,8609,Add Favorite,35,Mobile
265504,2024-09-21 03:40:47,3850,Add to Cart,892,Tablet
221542,2024-07-13 12:41:36,2306,Add Favorite,2691,Desktop
19436,2024-10-14 03:13:31,2618,Add to Cart,2075,Desktop
70034,2024-08-18 23:38:07,7083,Add Favorite,359,Desktop
741367,2024-08-04 13:29:03,2375,Add to Cart,1504,Mobile
402297,2024-10-28 16:11:21,7625,View,495,Mobile
426002,2024-11-03 06:33:21,2340,Add Favorite,1337,Tablet
846695,2024-11-15 15:38:45,7402,View,1409,Mobile
162277,2024-07-13 11:34:45,8716,View,1169,Mobile
17650,2024-11-11 14:49:13,2807,View,2106,Desktop
976190,2024-12-26 16:47:27,5010,Add Favorite,401,Mobile
274427,2024-09-30 02:19:01,6905,View,2837,Desktop
267775,2024-08-14 15:31:55,2295,Add Favorite,3085,Tablet
614387,2024-07-30 20:44:12,4469,View,3413,Mobile
131604,2024-10-10 21:00:22,1953,View,398,Desktop
111808,2024-12-06 18:17:04,5821,Add Favorite,1058,Mobile
398311,2024-11-15 14:26:14,7809,Add Favorite,1695,Desktop
557404,2024-10-28 09:35:53,7463,Add Favorite,3068,Tablet
624969,2024-11-21 14:59:37,1954,View,971,Desktop
415023,2024-09-09 05:27:25,6639,Add to Cart,462,Tablet
145763,2024-07-19 20:49:53,2737,View,2167,Tablet
993023,2024-10-15 23:41:30,5154,Add to Cart,1846,Tablet
550715,2024-09-23 18:07:30,4492,Add Favorite,1761,Tablet
764393,2024-11-28 23:29:53,5844,View,3186,Tablet
853446,2024-11-17 13:55:02,356,Add to Cart,2417,Mobile
168122,2024-12-17 03:56:59,5978,View,2937,Tablet
373936,2024-12-25 05:31:47,1240,Add to Cart,2772,Desktop
419454,2024-07-29 14:31:00,2564,Add Favorite,3460,Desktop
380805,2024-09-18 08:08:44,7462,Add Favorite,2746,Tablet
122066,2024-08-12 09:11:50,1304,Add to Cart,2532,Mobile
231427,2024-12-21 18:18:26,3856,Add Favorite,2496,Desktop
827063,2024-08-10 23:26:38,9156,Add Favorite,1264,Mobile
365846,2024-12-03 04:07:11,6419,Add to Cart,3191,Mobile
127747,2024-12-05 15:31:50,9364,View,2909,Mobile
226929,2024-12-17 18:27:42,8925,View,220,Desktop
205077,2024-07-23 07:27:24,6603,Add to Cart,2889,Desktop
234857,2024-12-12 19:57:46,1302,Add to Cart,1103,Tablet
78099,2024-10-26 20:09:39,967,View,3385,Mobile
594283,2024-09-27 04:33:15,3757,View,2760,Tablet
528390,2024-10-05 10:51:13,1752,Add to Cart,459,Tablet
502386,2024-11-16 15:45:52,6018,View,1085,Tablet
114089,2024-07-05 05:38:46,291,Add Favorite,2218,Desktop
999350,2024-08-02 19:50:15,4767,Add Favorite,3168,Mobile
715858,2024-07-09 02:43:55,5243,Add to Cart,1056,Tablet
741447,2024-08-23 12:00:58,9478,Add to Cart,792,Desktop
2170,2024-09-25 03:20:19,6764,Add Favorite,2041,Tablet
742456,2024-08-03 13:40:01,6873,Add Favorite,3456,Desktop
561869,2024-09-05 11:32:59,999,View,2613,Tablet
172110,2024-09-03 03:12:51,4009,Add Favorite,3047,Desktop
947320,2024-07-26 05:18:13,9325,Add Favorite,1619,Mobile
475132,2024-12-30 03:55:37,18,Add to Cart,2631,Desktop
100015,2024-09-28 01:56:49,1330,Add to Cart,1292,Tablet
55112,2024-09-19 14:53:46,6698,Add Favorite,195,Mobile
697102,2024-12-27 00:08:26,9617,View,444,Desktop
86484,2024-07-24 03:20:16,3410,Add Favorite,1473,Desktop
897025,2024-09-22 16:22:28,2992,View,1917,Mobile
552897,2024-08-18 23:54:10,338,Add to Cart,3448,Mobile
132070,2024-10-04 00:48:33,1851,View,989,Tablet
108763,2024-08-23 12:39:29,6913,Add Favorite,2867,Desktop
495583,2024-11-22 18:57:26,1940,Add Favorite,2577,Mobile
607316,2024-08-07 08:03:40,534,View,1603,Desktop
520900,2024-12-03 11:38:05,1221,Add to Cart,1225,Tablet
146640,2024-08-24 18:54:55,5768,Add Favorite,2956,Tablet
132029,2024-10-27 14:48:02,1348,Add Favorite,653,Tablet
784885,2024-10-31 08:12:00,4467,Add Favorite,1589,Mobile
100478,2024-07-14 04:37:12,3695,Add to Cart,3067,Desktop
623888,2024-08-30 19:14:00,9461,Add to Cart,3282,Desktop
824393,2024-08-16 05:37:58,3004,Add to Cart,2800,Desktop
352788,2024-12-29 22:33:55,1921,View,248,Desktop
101169,2024-11-21 17:58:39,458,Add Favorite,1485,Tablet
956267,2024-11-24 19:11:24,1488,View,3389,Desktop
554550,2024-08-18 11:28:24,4678,Add Favorite,2259,Mobile
339998,2024-09-19 15:43:36,2254,Add Favorite,3247,Tablet
690788,2024-11-06 20:30:46,3262,Add to Cart,649,Mobile
339048,2024-12-03 02:27:59,8237,Add to Cart,3394,Mobile
770438,2024-09-02 17:39:51,5145,Add Favorite,3090,Desktop
678939,2024-07-23 13:00:29,7861,Add Favorite,439,Tablet
364985,2024-08-21 07:10:15,7151,Add to Cart,2261,Mobile
376916,2024-07-21 01:30:35,5831,View,3588,Tablet
162921,2024-10-21 06:50:24,2720,Add Favorite,1871,Tablet
448185,2024-07-15 20:38:41,6739,Add Favorite,1659,Desktop
512714,2024-07-30 19:01:25,7220,Add to Cart,1534,Mobile
948884,2024-07-29 13:25:32,9254,Add to Cart,2190,Tablet
393048,2024-07-05 21:01:23,7791,View,1412,Tablet
203087,2024-07-15 03:04:35,9006,Add Favorite,3247,Mobile
404473,2024-10-27 18:02:58,9650,Add to Cart,2443,Mobile
296039,2024-09-18 11:06:14,7435,Add to Cart,631,Desktop
77642,2024-11-28 04:25:26,9265,View,73,Desktop
445084,2024-07-01 16:55:16,8612,Add to Cart,2165,Desktop
578804,2024-09-19 19:55:23,7686,Add Favorite,2621,Desktop
580388,2024-08-10 22:48:08,3030,View,3576,Desktop
655062,2024-08-22 06:49:08,4033,Add Favorite,3481,Mobile
840971,2024-09-14 22:48:03,8896,Add to Cart,1091,Mobile
217270,2024-10-05 08:54:45,9288,Add to Cart,2189,Tablet
642442,2024-12-27 14:09:53,563,View,212,Desktop
950484,2024-07-18 02:59:00,4495,Add Favorite,3581,Desktop
935979,2024-11-06 06:45:25,3528,Add to Cart,1260,Desktop
88863,2024-09-16 12:06:16,520,Add Favorite,1864,Desktop
533550,2024-09-11 06:35:09,3431,View,3260,Tablet
610643,2024-08-19 19:32:03,1567,Add Favorite,1027,Tablet
133375,2024-09-18 20:47:40,3602,Add to Cart,2249,Tablet
721272,2024-12-18 04:11:20,2908,Add Favorite,1073,Desktop
678670,2024-10-13 23:31:36,8965,Add Favorite,940,Mobile
90831,2024-12-24 09:30:05,6725,Add to Cart,2096,Mobile
547849,2024-09-09 04:01:04,9181,Add Favorite,693,Mobile
516239,2024-09-11 12:53:07,5485,View,2536,Tablet
413156,2024-10-05 20:40:18,925,View,517,Desktop
393445,2024-07-12 17:42:51,6304,Add to Cart,154,Mobile
484232,2024-10-25 06:59:16,6439,Add to Cart,2585,Desktop
721963,2024-12-17 00:07:11,1309,Add Favorite,2110,Tablet
954669,2024-09-23 21:03:07,311,Add to Cart,2954,Tablet
755671,2024-10-06 01:27:25,5549,Add to Cart,3114,Tablet
694931,2024-07-21 07:36:30,7654,View,464,Mobile
71133,2024-07-27 22:57:39,5565,View,3234,Mobile
626496,2024-12-30 15:26:46,7385,Add to Cart,2354,Desktop
758827,2024-08-01 21:31:33,2891,View,3010,Desktop
935074,2024-07-24 19:42:20,9359,Add Favorite,738,Tablet
408688,2024-10-29 09:02:44,754,Add Favorite,406,Tablet
861775,2024-09-04 05:47:26,7346,Add Favorite,2491,Desktop
520946,2024-10-15 12:26:27,4864,View,591,Desktop
442339,2024-08-02 12:00:21,3787,Add Favorite,3500,Mobile
199580,2024-08-31 01:18:48,7852,View,2708,Tablet
694938,2024-09-20 03:52:52,4826,View,2595,Mobile
381290,2024-07-15 05:08:01,6259,Add Favorite,2357,Mobile
529687,2024-07-08 11:34:26,362,View,775,Desktop
478509,2024-12-15 19:58:14,3404,Add Favorite,1694,Tablet
683862,2024-09-26 01:23:38,8056,Add Favorite,1258,Tablet
733259,2024-10-29 07:27:51,2799,View,151,Mobile
9511,2024-12-03 06:00:22,323,View,1650,Tablet
242327,2024-10-12 17:14:56,9555,Add Favorite,1301,Desktop
946924,2024-10-23 04:12:37,8805,View,1802,Tablet
676410,2024-07-04 22:35:01,8949,Add Favorite,2448,Tablet
614536,2024-08-21 10:36:15,7738,Add to Cart,3371,Mobile
949474,2024-09-22 10:32:27,1326,Add to Cart,399,Desktop
814673,2024-08-20 14:27:23,9403,Add Favorite,2134,Mobile
236625,2024-07-23 04:14:25,2975,View,2599,Tablet
634457,2024-09-30 01:06:12,5066,Add Favorite,940,Tablet
302612,2024-07-25 16:44:22,1906,View,3109,Mobile
786288,2024-09-28 20:42:04,6546,View,2831,Tablet
486450,2024-11-17 17:12:57,704,Add Favorite,1438,Tablet
80407,2024-08-25 12:59:06,9858,View,2112,Desktop
181207,2024-10-18 22:47:54,6754,View,2332,Desktop
496458,2024-07-02 07:48:43,1001,View,2518,Mobile
648622,2024-08-20 13:46:34,4119,View,2619,Mobile
162158,2024-07-15 08:15:31,8690,View,3470,Mobile
384492,2024-08-03 15:07:11,3457,Add to Cart,879,Desktop
988478,2024-07-19 01:29:10,7772,Add to Cart,1732,Mobile
892506,2024-07-20 15:52:33,1929,Add to Cart,497,Tablet
453124,2024-07-23 18:40:37,7732,Add Favorite,821,Desktop
691332,2024-10-20 04:48:29,2,View,2210,Mobile
327803,2024-07-02 16:02:46,9577,Add to Cart,1555,Desktop
254492,2024-08-02 06:35:28,3094,View,1769,Mobile
935516,2024-07-04 09:36:38,9327,Add to Cart,3018,Tablet
278088,2024-11-27 15:05:41,2147,Add to Cart,90,Mobile
968989,2024-07-23 04:35:14,990,Add Favorite,632,Desktop
192366,2024-12-16 04:03:55,2930,View,3507,Tablet
527227,2024-11-16 21:37:01,1437,Add Favorite,3572,Desktop
601132,2024-10-04 02:46:38,4710,View,1824,Tablet
997804,2024-10-25 15:55:42,9548,Add to Cart,82,Mobile
527258,2024-12-10 16:00:00,5507,View,3504,Desktop
441625,2024-12-29 12:36:34,1324,Add to Cart,1444,Mobile
317822,2024-08-11 15:02:04,6782,Add Favorite,1484,Mobile
763090,2024-12-17 08:14:07,6102,Add to Cart,2864,Tablet
617411,2024-08-03 10:12:05,5342,Add Favorite,1929,Tablet
647796,2024-10-29 23:03:09,4818,Add to Cart,2504,Tablet
37916,2024-12-06 19:26:10,7748,Add to Cart,3519,Desktop
484293,2024-09-14 12:52:56,5302,View,736,Desktop
779830,2024-09-05 02:25:34,7941,Add to Cart,214,Desktop
829910,2024-12-25 16:17:42,1452,View,1407,Desktop
458250,2024-11-16 19:02:35,2872,Add to Cart,2202,Tablet
709606,2024-07-04 13:21:45,6755,Add to Cart,74,Desktop
578737,2024-08-18 13:33:02,6489,View,1455,Desktop
370262,2024-11-22 11:56:32,1242,Add to Cart,2086,Mobile
894146,2024-08-03 03:25:51,9221,Add Favorite,560,Tablet
91088,2024-10-18 05:37:23,2585,View,1558,Desktop
686096,2024-09-24 22:44:07,8804,View,2301,Tablet
805307,2024-09-27 09:53:34,7012,Add Favorite,129,Desktop
175248,2024-09-05 06:41:03,9431,View,2155,Desktop
510890,2024-11-10 22:52:16,9756,Add Favorite,927,Tablet
803090,2024-10-19 04:09:52,1662,View,1254,Desktop
608615,2024-12-29 14:33:35,5723,Add to Cart,1039,Desktop
333517,2024-07-12 10:02:11,76,View,1843,Mobile
562687,2024-09-09 15:18:54,3931,Add Favorite,264,Desktop
907882,2024-11-16 14:30:22,4223,Add Favorite,331,Mobile
421342,2024-08-18 09:14:05,4909,View,2820,Desktop
779601,2024-12-24 05:03:10,5900,Add to Cart,1344,Desktop
542006,2024-08-04 19:41:14,6408,Add Favorite,302,Mobile
348241,2024-11-19 04:59:47,5360,Add Favorite,2836,Desktop
881557,2024-08-23 06:36:48,2650,Add Favorite,1686,Desktop
416475,2024-09-24 17:51:33,1513,Add Favorite,3595,Desktop
17139,2024-08-05 06:56:18,1657,View,168,Desktop
36001,2024-09-08 17:45:02,2409,Add Favorite,2016,Tablet
817148,2024-12-18 14:15:22,6072,View,1002,Desktop
361719,2024-11-05 16:07:14,5715,View,2791,Mobile
436685,2024-09-08 12:54:54,840,Add Favorite,1448,Desktop
876269,2024-12-07 19:21:37,3715,Add Favorite,2641,Desktop
168458,2024-12-28 06:43:26,1935,Add to Cart,2561,Desktop
179286,2024-12-04 23:17:24,5325,Add to Cart,1315,Mobile
761763,2024-08-23 07:32:02,6754,Add Favorite,1248,Mobile
721313,2024-08-20 00:12:47,6049,Add Favorite,894,Mobile
314243,2024-08-17 20:30:33,1902,View,466,Tablet
175373,2024-12-22 08:39:20,8204,Add to Cart,186,Tablet
338782,2024-10-28 19:09:33,8818,View,3072,Mobile
970181,2024-12-21 11:41:28,5321,Add to Cart,306,Mobile
714247,2024-09-30 13:34:12,6134,Add to Cart,1698,Mobile
698708,2024-11-25 18:51:36,8025,Add to Cart,2036,Mobile
318738,2024-12-20 09:45:17,5445,Add to Cart,2407,Desktop
649084,2024-09-16 20:19:01,2542,Add Favorite,577,Mobile
98928,2024-09-27 16:50:09,3372,Add Favorite,1714,Desktop
783716,2024-08-02 11:05:02,89,View,1337,Mobile
283612,2024-08-16 16:47:23,3429,Add Favorite,3528,Mobile
624770,2024-07-06 11:06:02,441,Add Favorite,3499,Desktop
250468,2024-12-08 09:09:50,7732,Add to Cart,118,Mobile
991820,2024-09-19 19:44:31,8836,View,1458,Desktop
50514,2024-10-20 03:43:12,4167,View,2956,Tablet
216546,2024-07-30 18:24:13,7837,Add Favorite,1731,Mobile
319290,2024-08-28 01:41:35,7102,Add Favorite,2794,Desktop
136760,2024-11-01 22:20:37,1979,Add to Cart,935,Mobile
701341,2024-08-15 21:08:08,9788,Add Favorite,327,Desktop
242472,2024-07-05 10:45:03,8654,Add Favorite,1397,Mobile
401152,2024-08-26 17:22:55,7049,Add Favorite,1941,Desktop
722114,2024-09-14 16:05:00,7988,Add to Cart,470,Desktop
256107,2024-11-19 09:53:42,7329,View,2000,Mobile
113293,2024-11-07 11:47:22,5601,View,329,Desktop
436562,2024-12-26 17:17:05,6572,View,2958,Desktop
536763,2024-09-08 11:12:36,2380,View,2756,Mobile
687224,2024-09-29 06:26:07,5171,Add Favorite,492,Mobile
843677,2024-09-21 21:12:14,6444,Add Favorite,3089,Mobile
902318,2024-11-30 16:08:41,2169,View,1313,Desktop
935313,2024-10-27 10:08:32,2969,Add to Cart,1151,Mobile
441674,2024-09-23 17:49:01,8503,Add to Cart,3133,Mobile
728611,2024-11-25 12:44:26,4752,View,359,Mobile
492647,2024-08-21 05:32:31,4098,Add to Cart,2818,Tablet
722584,2024-12-03 23:28:35,6788,Add to Cart,90,Mobile
523394,2024-09-26 10:21:47,1819,Add to Cart,3151,Tablet
474970,2024-12-02 16:12:57,4313,View,182,Desktop
368152,2024-10-24 09:14:56,9131,Add to Cart,2645,Tablet
702691,2024-07-06 19:36:38,7093,Add to Cart,889,Desktop
85637,2024-12-15 14:15:51,9282,Add Favorite,830,Tablet
596612,2024-11-28 09:51:42,2650,Add Favorite,1965,Desktop
33039,2024-10-07 12:01:58,5954,Add to Cart,2837,Mobile
62043,2024-09-06 00:22:26,9417,View,693,Tablet
128561,2024-10-06 22:40:19,9330,Add to Cart,3111,Desktop
365806,2024-10-06 08:36:50,9759,Add Favorite,123,Mobile
183727,2024-08-16 21:51:16,9141,View,1303,Desktop
664237,2024-08-30 10:49:18,5459,Add to Cart,2522,Tablet
681891,2024-08-13 22:00:14,2582,View,50,Desktop
640376,2024-11-13 22:02:18,517,View,1714,Tablet
66766,2024-12-21 07:24:25,1622,Add Favorite,1685,Tablet
229232,2024-09-13 02:22:45,8924,Add to Cart,1131,Mobile
267718,2024-11-30 08:49:06,2898,View,2206,Desktop
171977,2024-11-12 01:23:06,6419,Add Favorite,2782,Tablet
683895,2024-08-30 15:19:56,8830,Add Favorite,118,Desktop
729345,2024-11-12 23:35:52,7303,View,2937,Desktop
384897,2024-12-25 02:43:12,5627,Add to Cart,433,Tablet
226823,2024-11-27 19:18:50,6082,View,2173,Tablet
316144,2024-10-26 05:51:08,1474,View,3116,Tablet
269375,2024-11-27 21:57:32,4819,Add Favorite,1709,Tablet
981993,2024-11-09 06:17:52,3971,Add Favorite,1294,Desktop
481954,2024-12-10 04:19:53,8666,Add Favorite,3077,Tablet
